transaction_id,customer_id,transaction_date,amount
39a551fa-5088-41de-80b2-9d3c30613fb2,CUST_1,2025-06-20,3935.78
2a50ea43-cf51-4434-a4df-c17fef33f2bc,CUST_1,2025-09-02,1791.62
9213953d-9efd-42e3-a2e5-9545f988a189,CUST_1,2025-06-23,4214.25
1b817871-cb2d-4a2a-9e44-0cdb2af45b56,CUST_1,2025-02-24,3525.37
af3c0c8e-95f2-419e-a0a6-080c4b452c74,CUST_1,2025-06-07,1523.26
60f9ef13-9e41-491f-99c4-8f052915f02b,CUST_1,2025-03-18,539.1
7c9b8fc7-bf99-4aeb-887c-d53068e302da,CUST_2,2025-03-05,4220.15
07693248-d0df-4639-b2e3-ffbf53f8ea85,CUST_2,2026-01-20,3710.86
0a4fd388-c541-4f36-85cf-0ac255cdf4dc,CUST_2,2025-12-26,1089.0
02897a16-b25f-4a20-8f88-19fab34476a6,CUST_2,2025-06-23,3920.54
2efeb454-1a5e-494d-895c-ed6a0694000d,CUST_2,2025-11-24,2945.09
1c83ec7f-0d4e-4034-9ad0-50b77bdd8fc0,CUST_2,2025-02-16,1370.27
8d7387d7-4299-42e1-b124-42183572eea9,CUST_3,2025-11-24,3732.63
1f286dad-3434-421f-93f7-84fc9a303451,CUST_3,2025-04-29,881.49
d459b9f3-0c51-4400-b37e-df5aa2330bdd,CUST_3,2025-04-01,956.27
e13c558d-1ced-43bb-8ec0-9acd5ce070c5,CUST_3,2025-04-05,2231.15
b73b469b-48a1-46d6-9cc8-c0b5ee35e687,CUST_3,2025-07-23,2658.53
7615adba-9e97-43b9-bb01-024e6ace75d3,CUST_4,2025-02-07,4000.84
60053be9-e19a-4028-ae1c-8e52e6b67b8a,CUST_4,2025-02-05,4818.34
da334419-f401-4bb6-8741-5b092f36ef56,CUST_4,2025-10-17,4706.44
c7063f54-34c0-4836-a652-668c9762892d,CUST_4,2025-11-10,3907.11
924eedde-d489-4462-844c-9b3a85617136,CUST_4,2025-04-10,4654.82
2d177a89-fa9d-45b1-acf2-3b4007cd8866,CUST_4,2025-12-26,2018.64
991c1005-c201-47d2-afae-785ed811fa5b,CUST_4,2025-12-29,3295.71
eba1881b-63ce-4791-aca6-feaec87b294b,CUST_4,2025-05-22,2180.48
d7ec2053-870e-4f97-80c2-84646945b5d6,CUST_4,2025-09-16,3284.78
00f5584b-3035-4b01-b44c-9969d518e46c,CUST_4,2025-10-07,867.05
4c01ec19-c8e6-4576-9a2b-0c0c5ffc03d3,CUST_4,2025-07-22,4657.83
ddf2c677-8ee0-4817-a129-0977d3a682eb,CUST_4,2025-11-01,921.46
b3b39d97-e85c-4300-bb85-b8656266ab5a,CUST_4,2025-12-29,1765.47
64b99e5b-fb91-40d7-8e51-4cbff2624b30,CUST_5,2025-08-11,3059.52
6f5d06e5-be0e-43f7-90fb-70f99271bbb5,CUST_5,2025-04-07,2459.71
1f486205-eae1-42b2-935b-ea7bcd04db73,CUST_5,2025-08-12,143.19
c4bd3b05-6d64-40b7-835f-685e02f4f7dd,CUST_5,2025-04-26,4171.23
1a7578f3-d5e5-4d6d-a532-f84296ed134a,CUST_5,2025-08-10,3590.04
163cc95e-9982-44e3-82f2-3065f92df26b,CUST_5,2025-02-21,780.76
6f0f9729-4c3a-45b3-be19-e91c95f1704a,CUST_5,2025-12-30,594.84
71eb2208-f68c-4b71-b933-e057af8f98ce,CUST_5,2025-12-10,3373.49
6df191a3-42a0-4bc1-bc6a-669260950cbf,CUST_5,2025-08-16,525.21
1beb5900-970c-4e1d-8151-d94bdc577d32,CUST_5,2025-12-17,1205.98
2170db48-1ac6-477e-b937-ac182dea5762,CUST_5,2026-01-24,3153.59
2c71aa80-f1b0-483d-810e-cd9dc0e24e26,CUST_5,2025-05-29,1769.3
c8cadf8f-c561-496e-b49b-232dbbc911e5,CUST_5,2025-09-23,2801.57
095c1697-eaa2-4358-9844-f600b3585b35,CUST_5,2025-05-09,2970.59
29aaf25a-240e-4697-b699-788a217f66f7,CUST_5,2025-07-15,3006.42
8e1bd884-0c5c-41f8-980a-8c61c9211035,CUST_5,2025-03-04,3488.47
c5536434-ba61-4094-afd6-268f5f3b9c51,CUST_5,2026-01-28,3316.8
7c0b05b7-bff4-467f-bbee-dc77a17682ca,CUST_5,2025-06-12,2385.67
48feb96e-3c11-4439-b91f-eafcdaead400,CUST_5,2026-01-24,1712.35
552b93c6-3d2c-4693-b778-16ccab07112a,CUST_6,2025-01-31,4528.48
626a3586-9394-4d51-88e2-dc7bf7246fc1,CUST_6,2025-07-07,2749.96
8b6e5614-7928-4461-83ac-66115258c33f,CUST_6,2025-09-20,2796.59
7d750bc0-b6b7-4548-964d-3fc398b0b4c7,CUST_6,2025-04-23,1347.38
8ddddfec-9ca0-47d4-9ec9-32d04cb71e3b,CUST_6,2025-10-24,1905.98
9eb80a25-eb60-4049-80e9-4d13f20e6911,CUST_6,2025-12-28,3992.49
1bda539b-c50f-404b-ac87-93d6d1263de8,CUST_7,2025-06-24,1886.15
6beedafe-00fb-4ab0-85be-2b488e1bafde,CUST_7,2025-12-04,4922.19
b26a2021-7f2d-4953-9f41-da12f3c71944,CUST_7,2025-06-19,2473.25
b5d29de4-246c-400a-89d2-ebe93e37d392,CUST_7,2025-11-16,3728.55
250022c8-32c8-4ea0-8c46-49d0a4653102,CUST_7,2025-02-12,986.85
c562d6c0-59b7-4608-b532-910fbdd78cbe,CUST_7,2025-03-14,3187.38
38336202-0860-40fd-9205-0945a8f709d3,CUST_7,2025-12-30,2880.22
bc1b6b51-4979-4187-af62-cd2b8ea00ac3,CUST_7,2025-11-20,4650.15
18ecf218-4468-4ed4-a9a4-1827164f9e19,CUST_7,2025-02-19,4000.24
d5509381-aa77-45bd-8bc3-39d473989eba,CUST_7,2026-01-25,3767.75
5565d54a-e050-4857-be31-9d8af8c274bb,CUST_7,2025-06-10,196.67
278802de-07c1-479f-aa16-e84082dbf21c,CUST_7,2025-06-26,392.11
c65637a8-c29d-4c1a-a9f4-6c41c56dd3d9,CUST_7,2026-01-07,3551.52
fd8d16e0-0311-4e08-a584-a3b23bb5ef49,CUST_7,2025-04-16,1078.0
9215d146-915e-4e1c-a207-b6ad64cef689,CUST_7,2025-02-04,1737.45
b3f463ec-f92a-4c5c-90e9-d5828728f252,CUST_7,2025-08-08,3884.18
acdcea5c-9db8-45df-a415-b5df3809e4cf,CUST_8,2025-02-26,3415.22
e0a93f11-40f7-4f56-bc55-ec2b73edc3cd,CUST_8,2025-08-14,109.02
cf7757e3-f91f-494d-84a4-1074f88c33d6,CUST_8,2025-03-09,4581.64
60c2a9c3-2e1e-4fb2-a6ac-5ded96571833,CUST_8,2025-12-11,605.57
9465ba11-a104-480d-abb3-3ad3130a94b4,CUST_8,2025-02-14,1732.57
0fb550bf-53b1-43b3-acc5-c498c6013473,CUST_8,2025-02-02,1551.11
daaa3d65-6e5e-4844-bcfb-70f928f7076c,CUST_8,2025-05-18,1879.03
9c98200c-4c7f-4c3a-a7ef-6d532a35dadd,CUST_8,2025-12-06,2000.47
f08ead3e-74e0-49e8-9cdf-f762b4f8e09f,CUST_8,2025-04-21,3574.0
a8d1c8cd-3c38-40de-ad9f-4b293b128d0b,CUST_8,2025-06-24,4186.32
46a11818-9b2f-42c7-a1e5-044a393a1c4b,CUST_8,2025-05-21,2725.28
19328083-b807-4cdb-926a-b091f4577fae,CUST_8,2025-05-02,1593.13
450becd1-db12-4dca-8f0a-36692656de4c,CUST_8,2025-05-23,384.66
f6358f18-454c-4b6c-9f85-d7f305cd69be,CUST_8,2026-01-24,4720.57
359b7dda-fbba-4594-a7c6-92953b0d0ba0,CUST_8,2025-04-13,909.82
ba36382b-4b4f-4420-ae01-a467e44a318b,CUST_9,2025-04-27,4686.26
a95ead8d-7208-4ac9-8eb5-7ad377b059cc,CUST_9,2025-08-20,1130.12
f9b1af8e-0b12-4e66-9da9-fb37ea6168ac,CUST_9,2025-08-25,2866.61
8814843d-4b63-40a3-89b1-a661882c3bb2,CUST_9,2025-11-13,914.47
ea34a00e-79b3-455d-b74a-c90c01ec192b,CUST_9,2025-07-18,1978.08
9702445f-68ec-4bb4-82a1-41e24aecbf28,CUST_9,2025-12-21,3178.4
9d2d09b7-cb6c-47f6-af73-9029c93cb4b5,CUST_9,2025-12-11,1733.18
ee05fa75-45cb-44aa-baf4-2578c9f67b6e,CUST_9,2025-02-13,613.23
a321ea14-f380-433a-ae0a-088cea31bbb7,CUST_9,2025-04-05,2832.26
570702a7-745f-497c-b64d-b5a310964d35,CUST_9,2025-11-08,833.13
53c1bab4-ddbf-4d5c-8a6c-9d745d4c23ac,CUST_9,2025-10-19,3007.43
d42ba323-dbf1-4703-9ce2-ce6af53b2b54,CUST_9,2025-03-30,696.16
d1b343aa-d6a0-4291-b86b-b8fe65b8f89c,CUST_9,2025-04-12,847.46
f24d4355-0012-4c26-b5d7-12bb7a93d752,CUST_9,2025-09-11,1309.69
56577254-a739-480e-abca-8ba21fa87945,CUST_9,2025-02-23,4686.33
3713ddda-c1eb-4b3c-9bcc-1d5213296d19,CUST_10,2025-03-08,1417.05
d5975e8d-07dd-4610-af3d-bdd14c41afc7,CUST_10,2025-07-26,2460.42
064f3d82-68da-475e-8be9-124b1586f03b,CUST_10,2025-12-21,4443.06
2eae4416-b16e-4080-944d-d52953883ed0,CUST_10,2025-10-30,4630.25
a7725df7-ed8b-425d-b259-8208d28c60ec,CUST_10,2025-03-03,2177.02
e17837ed-aac2-440b-97b2-4521d12f5fb0,CUST_10,2025-10-09,4664.39
247c775c-0c57-4745-a826-4049b1de0468,CUST_10,2026-01-17,2498.5
02a7300d-2c75-434b-8d00-165724922a79,CUST_10,2025-11-21,4385.41
215f10bc-6f7d-49c2-945c-bb04c761d191,CUST_10,2025-11-02,2972.08
6393cfcd-462d-45cd-9535-ba05df9a4b4f,CUST_10,2025-01-31,1171.13
f328e2e7-671d-40a4-b246-72389ef52bb7,CUST_10,2025-05-05,2530.98
693e7952-56f7-4451-87e6-4c54feb6fe40,CUST_10,2025-05-25,634.74
96e1f51e-98ee-453a-aa3a-0f06f607e040,CUST_10,2025-08-13,4299.15
a6c3fc71-d8fb-44e1-af1a-ad916e84d83c,CUST_11,2025-11-25,1301.37
f2176a10-11d4-47e8-9be1-0aa74556f7d1,CUST_11,2025-02-11,3561.96
3c851098-4e8e-49e2-ad9c-1069df17463d,CUST_11,2025-09-01,4343.3
01d4c0ea-cb9a-450f-bff0-4637f505bcdc,CUST_11,2025-05-16,2120.83
d869b2df-4625-4247-a065-c7278aea2202,CUST_11,2025-09-11,4666.55
3ac7a27e-d64d-47ad-bc4b-eea99cab851f,CUST_11,2025-04-20,2008.25
e1f61529-9b0d-4d45-908b-649853c14623,CUST_11,2025-08-04,2277.45
3f03586c-5c05-40f1-8dde-325a27ede4d8,CUST_11,2025-08-08,1788.39
cb7897fd-fb72-45ee-aa5f-47d45b56dbc5,CUST_11,2025-07-16,1168.18
b7c36ed7-27c4-4dc7-9a1e-3bdb45b2786f,CUST_11,2025-06-19,388.38
a61a1e05-46ed-44f1-a94c-cf8bc0a6da9c,CUST_12,2025-10-20,1249.13
d780d8d3-a6dd-4378-bbd9-de409f62aef2,CUST_12,2025-10-17,3299.98
a3d92f5c-8e72-4d5c-8d3e-a3b8add3cd37,CUST_12,2025-07-04,1507.07
929f50ad-03e7-4677-9647-e781fa8ba388,CUST_12,2025-11-10,1040.33
55e39318-99b4-4ae0-9398-1aa5e5e95734,CUST_12,2025-08-09,3383.67
446dc610-e0c6-4dd1-b7b7-52c6af5f776b,CUST_12,2026-01-05,3721.59
dd9e2327-8f5f-49ca-b304-06e2363fd01a,CUST_12,2026-01-12,1674.78
ee4ac4d4-8b1d-469e-896f-70c4bd8f4c27,CUST_12,2025-12-12,194.6
08537141-eb3e-40bf-a8b1-bbca6f45ed86,CUST_12,2025-07-16,285.94
211080f2-3bbe-433d-99bb-bfdc4d0c7f15,CUST_12,2025-05-06,1353.05
01c7fbd4-92f4-4f34-a974-6986f9f74bb8,CUST_12,2025-02-14,2633.26
846121b1-db78-4cae-9c37-a529f6cdec2b,CUST_12,2025-09-02,2008.62
d4f4e930-abb4-4819-8f66-797238e8f833,CUST_12,2025-06-08,4568.46
d42225e7-d222-4b0e-b4f7-da7d4e05fc57,CUST_12,2025-05-25,2443.75
